tourney_date_dt,surface_norm,best_of,winner_id,loser_id
2021-01-04,Hard,3,103333,104665
2021-01-04,Hard,3,106329,105064
2021-01-04,Hard,3,200624,126952
2021-01-04,Hard,3,126205,106227
2021-01-04,Hard,3,111815,111574
2021-01-04,Hard,3,106216,110536
2021-01-04,Hard,3,126207,105385
2021-01-04,Hard,3,105933,111511
2021-01-04,Hard,3,123755,105413
2021-01-04,Hard,3,105023,111456
2021-01-04,Hard,3,126149,105992
2021-01-04,Hard,3,104545,106329
2021-01-04,Hard,3,200624,126205
2021-01-04,Hard,3,106328,144869
2021-01-04,Hard,3,126207,106216
2021-01-04,Hard,3,128034,200624
2021-01-04,Hard,3,128034,106328
2021-01-04,Hard,3,200624,111815
2021-01-04,Hard,3,106328,126149
2021-01-04,Hard,3,111815,105173
2021-01-04,Hard,3,111815,126207
2021-01-04,Hard,3,128034,105933
2021-01-04,Hard,3,200624,104545
2021-01-04,Hard,3,106328,106426
2021-01-04,Hard,3,126149,105023
2021-01-04,Hard,3,128034,123755
2021-01-04,Hard,3,105933,103333
2021-01-05,Hard,3,105676,105882
2021-01-05,Hard,3,105526,126409
2021-01-05,Hard,3,104871,104926
2021-01-05,Hard,3,122330,106137
2021-01-05,Hard,3,126610,106220
2021-01-05,Hard,3,105932,123795
2021-01-05,Hard,3,200282,105932
2021-01-05,Hard,3,105676,105732
2021-01-05,Hard,3,122330,126610
2021-01-05,Hard,3,200282,105676
2021-01-05,Hard,3,200095,104897
2021-01-05,Hard,3,122330,104871
2021-01-05,Hard,3,200282,122330
2021-01-05,Hard,3,200282,202090
2021-01-05,Hard,3,104871,105526
2021-01-05,Hard,3,105882,200325
2021-01-05,Hard,3,105526,200303
2021-01-05,Hard,3,126610,144985
2021-01-05,Hard,3,200325,106210
2021-01-05,Hard,3,105676,200095
2021-01-05,Hard,3,200282,104291
2021-01-05,Hard,3,202090,104947
2021-01-05,Hard,3,123795,200390
2021-01-05,Hard,3,105932,105063
2021-01-05,Hard,3,105882,200175
2021-01-05,Hard,3,126409,144684
2021-01-05,Hard,3,104871,105430
2021-01-05,Hard,3,104926,202398
2021-01-05,Hard,3,122330,106099
2021-01-05,Hard,3,106137,106078
2021-01-05,Hard,3,106220,111513
2021-02-01,Hard,3,105916,106065
2021-02-01,Hard,3,106078,144750
2021-02-01,Hard,3,105216,111460
2021-02-01,Hard,3,105902,207830
2021-02-01,Hard,3,126205,111815
2021-02-01,Hard,3,105077,106425
2021-02-01,Hard,3,106186,132283
2021-02-01,Hard,3,200615,127339
2021-02-01,Hard,3,106302,106121
2021-02-01,Hard,3,144895,126207
2021-02-01,Hard,3,105575,111576
2021-02-01,Hard,3,206173,105379
2021-02-01,Hard,3,105155,111454
2021-02-01,Hard,3,126203,105948
2021-02-01,Hard,3,104871,104468
2021-02-01,Hard,3,106109,111456
2021-02-01,Hard,3,104527,105062
2021-02-01,Hard,3,105777,200615
2021-02-01,Hard,3,144895,105902
2021-02-01,Hard,3,200000,106078
2021-02-01,Hard,3,106210,105575
2021-02-01,Hard,3,105554,106218
2021-02-01,Hard,3,106432,106401
2021-02-01,Hard,3,104871,126203
2021-02-01,Hard,3,104527,106109
2021-02-01,Hard,3,144895,105777
2021-02-01,Hard,3,200000,106210
2021-02-01,Hard,3,105554,106432
2021-02-01,Hard,3,104871,104527
2021-02-01,Hard,3,200000,144895
2021-02-01,Hard,3,106432,200325
2021-02-01,Hard,3,106401,117358
2021-02-01,Hard,3,106218,105173
2021-02-01,Hard,3,105554,105155
2021-02-01,Hard,3,106218,111581
2021-02-01,Hard,3,105173,144707
2021-02-01,Hard,3,106401,124186
2021-02-01,Hard,3,117358,117360
2021-02-01,Hard,3,200325,104678
2021-02-01,Hard,3,105948,105430
2021-02-01,Hard,3,104468,111200
2021-02-01,Hard,3,104871,105227
2021-02-01,Hard,3,106210,106393
2021-02-01,Hard,3,111456,104755
2021-02-01,Hard,3,105062,106228
2021-02-01,Hard,3,105777,106302
2021-02-01,Hard,3,144895,105077
2021-02-01,Hard,3,105902,200005
2021-02-01,Hard,3,200000,105216
2021-02-01,Hard,3,106078,105916
2021-02-01,Hard,3,105575,106186
2021-02-01,Hard,3,106210,134770
2021-02-01,Hard,3,106109,106423
2021-02-01,Hard,3,200615,126205
2021-02-01,Hard,3,105554,200000
2021-02-01,Hard,3,105882,106329
2021-02-01,Hard,3,207989,105226
2021-02-01,Hard,3,105051,105643
2021-02-01,Hard,3,106329,126573
2021-02-01,Hard,3,111442,126149
2021-02-01,Hard,3,105732,202195
2021-02-01,Hard,3,106408,105870
2021-02-01,Hard,3,111453,124079
2021-02-01,Hard,3,104898,106293
2021-02-01,Hard,3,104655,104665
2021-02-01,Hard,3,105023,105967
2021-02-01,Hard,3,105882,106148
2021-02-01,Hard,3,111575,126845
2021-02-01,Hard,3,206173,105882
2021-02-01,Hard,3,106099,104312
2021-02-01,Hard,3,105815,105441
2021-02-01,Hard,3,105379,106034
2021-02-01,Hard,3,208013,106227
2021-02-01,Hard,3,126846,104229
2021-02-01,Hard,3,104660,126128
2021-02-01,Hard,3,122298,209262
2021-02-01,Hard,3,111794,111513
2021-02-01,Hard,3,104731,103852
2021-02-01,Hard,3,105649,106198
2021-02-01,Hard,3,126845,105613
2021-02-01,Hard,3,126952,105413
2021-02-01,Hard,3,104731,105649
2021-02-01,Hard,3,106331,136440
2021-02-01,Hard,3,124187,104660
2021-02-01,Hard,3,122298,111794
2021-02-01,Hard,3,206173,111575
2021-02-01,Hard,3,106329,111442
2021-02-01,Hard,3,105882,128034
2021-02-01,Hard,3,206173,200175
2021-02-01,Hard,3,111575,122298
2021-02-01,Hard,3,106329,207989
2021-02-01,Hard,3,128034,104655
2021-02-01,Hard,3,105882,122330
2021-02-01,Hard,3,200175,106099
2021-02-01,Hard,3,105554,104871
2021-02-01,Hard,3,122298,124187
2021-02-01,Hard,3,111442,106408
2021-02-01,Hard,3,207989,105676
2021-02-01,Hard,3,206173,126846
2021-02-01,Hard,3,111575,104731
2021-02-01,Hard,3,105379,208013
2021-02-01,Hard,3,106099,105815
2021-02-01,Hard,3,200175,126952
2021-02-01,Hard,3,105882,105023
2021-02-01,Hard,3,122330,106331
2021-02-01,Hard,3,128034,111453
2021-02-01,Hard,3,106408,105932
2021-02-01,Hard,3,111442,105732
2021-02-01,Hard,3,106329,105051
2021-02-01,Hard,3,104655,104898
2021-02-02,Hard,3,126610,104792
2021-02-02,Hard,3,110602,104926
2021-02-02,Hard,3,106233,105332
2021-02-02,Hard,3,103917,110602
2021-02-02,Hard,3,104926,105332
2021-02-02,Hard,3,105550,106415
2021-02-02,Hard,3,126094,105550
2021-02-02,Hard,3,106421,105453
2021-02-02,Hard,3,126094,106415
2021-02-02,Hard,3,106043,105453
2021-02-02,Hard,3,105357,133018
2021-02-02,Hard,3,106421,106043
2021-02-02,Hard,3,126774,200282
2021-02-02,Hard,3,106421,100644
2021-02-02,Hard,3,105138,200282
2021-02-02,Hard,3,105807,133018
2021-02-02,Hard,3,126774,105138
2021-02-02,Hard,3,105526,105683
2021-02-02,Hard,3,100644,133430
2021-02-02,Hard,3,105683,105583
2021-02-02,Hard,3,104925,133430
2021-02-02,Hard,3,105526,105583
2021-02-02,Hard,3,104925,100644
2021-02-02,Hard,3,104926,105807
2021-02-02,Hard,3,126610,105138
2021-02-02,Hard,3,126094,105526
2021-02-02,Hard,3,126094,104926
2021-02-02,Hard,3,105807,105357
2021-02-02,Hard,3,106421,126610
2021-02-02,Hard,3,126610,106233
2021-02-08,Hard,5,104925,104871
2021-02-08,Hard,5,104925,126203
2021-02-08,Hard,5,105683,105916
2021-02-08,Hard,5,105583,124079
2021-02-08,Hard,5,100644,105173
2021-02-08,Hard,5,106233,106401
2021-02-08,Hard,5,200000,133430
2021-02-08,Hard,5,106234,106043
2021-02-08,Hard,5,126094,103852
2021-02-08,Hard,5,104745,111513
2021-02-08,Hard,5,111581,104678
2021-02-08,Hard,5,126128,125802
2021-02-08,Hard,5,111815,105554
2021-02-08,Hard,5,200282,105815
2021-02-08,Hard,5,104745,111581
2021-02-08,Hard,5,104655,104312
2021-02-08,Hard,5,104926,105732
2021-02-08,Hard,5,126610,104731
2021-02-08,Hard,5,207830,106408
2021-02-08,Hard,5,105575,111576
2021-02-08,Hard,5,111575,126846
2021-02-08,Hard,5,144707,128034
2021-02-08,Hard,5,207989,122298
2021-02-08,Hard,5,106423,126952
2021-02-08,Hard,5,126774,104468
2021-02-08,Hard,5,106421,105577
2021-02-08,Hard,5,106148,105226
2021-02-08,Hard,5,104665,111460
2021-02-08,Hard,5,105936,104898
2021-02-08,Hard,5,106099,105967
2021-02-08,Hard,5,106432,105550
2021-02-08,Hard,5,111815,126128
2021-02-08,Hard,5,104926,106099
2021-02-08,Hard,5,104925,126207
2021-02-08,Hard,5,126203,124187
2021-02-08,Hard,5,105916,104527
2021-02-08,Hard,5,105683,144895
2021-02-08,Hard,5,124079,200325
2021-02-08,Hard,5,105583,122330
2021-02-08,Hard,5,105173,200175
2021-02-08,Hard,5,100644,202195
2021-02-08,Hard,5,106233,136440
2021-02-08,Hard,5,106401,200005
2021-02-08,Hard,5,105777,106109
2021-02-08,Hard,5,105807,106210
2021-02-08,Hard,5,133430,106071
2021-02-08,Hard,5,200282,104655
2021-02-08,Hard,5,200000,105902
2021-02-08,Hard,5,106043,124186
2021-02-08,Hard,5,126094,106329
2021-02-08,Hard,5,103852,132283
2021-02-08,Hard,5,134770,126205
2021-02-08,Hard,5,105430,106331
2021-02-08,Hard,5,144750,200615
2021-02-08,Hard,5,111456,106432
2021-02-08,Hard,5,105936,104665
2021-02-08,Hard,5,106421,106148
2021-02-08,Hard,5,126774,106423
2021-02-08,Hard,5,144707,207989
2021-02-08,Hard,5,111575,105575
2021-02-08,Hard,5,126610,207830
2021-02-08,Hard,5,106234,106078
2021-02-08,Hard,5,111456,106065
2021-02-08,Hard,5,105777,105807
2021-02-08,Hard,5,200615,105676
2021-02-08,Hard,5,106421,105936
2021-02-08,Hard,5,104527,105155
2021-02-08,Hard,5,144750,111453
2021-02-08,Hard,5,124187,104229
2021-02-08,Hard,5,126774,144707
2021-02-08,Hard,5,126610,111575
2021-02-08,Hard,5,104926,200282
2021-02-08,Hard,5,104745,111815
2021-02-08,Hard,5,104925,105683
2021-02-08,Hard,5,100644,105583
2021-02-08,Hard,5,105777,106233
2021-02-08,Hard,5,106234,200000
2021-02-08,Hard,5,126094,134770
2021-02-08,Hard,5,106421,111456
2021-02-08,Hard,5,126774,126610
2021-02-08,Hard,5,104745,104926
2021-02-08,Hard,5,104925,100644
2021-02-08,Hard,5,106234,105777
2021-02-08,Hard,5,106421,126094
2021-02-08,Hard,5,126774,104745
2021-02-08,Hard,5,104925,106234
2021-02-08,Hard,5,106421,126774
2021-02-08,Hard,5,104925,106421
2021-02-08,Hard,5,126207,105882
2021-02-08,Hard,5,124079,106415
2021-02-08,Hard,5,200325,104792
2021-02-08,Hard,5,105683,105948
2021-02-08,Hard,5,144895,105357
2021-02-08,Hard,5,105916,117360
2021-02-08,Hard,5,111456,144750
2021-02-08,Hard,5,134770,105430
2021-02-08,Hard,5,126203,105077
2021-02-08,Hard,5,105583,104660
2021-02-08,Hard,5,136440,106198
2021-02-08,Hard,5,106401,106393
2021-02-08,Hard,5,200005,106034
2021-02-08,Hard,5,105777,105227
2021-02-08,Hard,5,106109,105613
2021-02-08,Hard,5,106210,106293
2021-02-08,Hard,5,105807,105453
2021-02-08,Hard,5,133430,206173
2021-02-08,Hard,5,106071,105216
2021-02-08,Hard,5,105902,106000
2021-02-08,Hard,5,200000,105649
2021-02-08,Hard,5,106078,105332
2021-02-08,Hard,5,106234,126149
2021-02-08,Hard,5,124186,106228
2021-02-08,Hard,5,106043,111200
2021-02-08,Hard,5,126094,105870
2021-02-08,Hard,5,106329,105413
2021-02-08,Hard,5,103852,111454
2021-02-08,Hard,5,132283,105023
2021-02-08,Hard,5,134770,111442
2021-02-08,Hard,5,126205,105932
2021-02-08,Hard,5,106331,105526
2021-02-08,Hard,5,105430,105138
2021-02-08,Hard,5,106233,105062
2021-02-08,Hard,5,122330,105379
2021-02-08,Hard,5,100644,106218
2021-02-08,Hard,5,105173,110602
2021-02-08,Hard,5,202195,106121
2021-02-08,Hard,5,200175,111794
2021-02-22,Hard,3,105138,105376
2021-02-22,Hard,3,200221,126523
2021-02-22,Hard,3,106078,104918
2021-02-22,Hard,3,105379,206173
2021-02-22,Hard,3,105376,105526
2021-02-22,Hard,3,106210,144707
2021-02-22,Hard,3,110602,104468
2021-02-22,Hard,3,200005,105613
2021-02-22,Hard,3,134868,106218
2021-02-22,Hard,3,105676,126127
2021-02-22,Hard,3,132283,200624
2021-02-22,Hard,3,200221,128034
2021-02-22,Hard,3,106078,105379
2021-02-22,Hard,3,105376,106210
2021-02-22,Hard,3,110602,105583
2021-02-22,Hard,3,200005,134868
2021-02-22,Hard,3,105138,106296
2021-02-22,Hard,3,105676,132283
2021-02-22,Hard,3,106078,200221
2021-02-22,Hard,3,105376,110602
2021-02-22,Hard,3,105138,200005
2021-02-22,Hard,3,105676,106078
2021-02-22,Hard,3,132283,200384
2021-02-22,Hard,3,105676,105138
2021-02-22,Hard,3,106296,105932
2021-02-22,Clay,3,105077,106043
2021-02-22,Clay,3,105077,105487
2021-02-22,Hard,3,200624,104542
2021-02-22,Clay,3,111797,144719
2021-02-22,Clay,3,202103,126149
2021-02-22,Clay,3,105948,136440
2021-02-22,Clay,3,207678,205734
2021-02-22,Clay,3,106148,105311
2021-02-22,Clay,3,106329,110778
2021-02-22,Clay,3,105643,105155
2021-02-22,Clay,3,105487,106044
2021-02-22,Clay,3,106075,123755
2021-02-22,Clay,3,105077,106228
2021-02-22,Clay,3,207678,105077
2021-02-22,Clay,3,144869,105413
2021-02-22,Clay,3,105332,111797
2021-02-22,Clay,3,105948,202103
2021-02-22,Clay,3,207678,200175
2021-02-22,Clay,3,106329,106148
2021-02-22,Clay,3,105487,105643
2021-02-22,Clay,3,106075,144642
2021-02-22,Clay,3,105077,144869
2021-02-22,Clay,3,106043,106065
2021-02-22,Clay,3,105948,105332
2021-02-22,Clay,3,207678,106329
2021-02-22,Clay,3,207678,105948
2021-02-22,Clay,3,106065,106198
2021-02-22,Hard,3,126127,106298
2021-02-22,Clay,3,105487,106075
2021-02-22,Hard,3,105430,105441
2021-02-22,Hard,3,105227,106121
2021-02-22,Hard,3,200615,202090
2021-02-22,Hard,3,105051,105357
2021-02-22,Hard,3,105406,105208
2021-02-22,Hard,3,105870,105902
2021-02-22,Hard,3,122330,123795
2021-02-22,Hard,3,123795,208278
2021-02-22,Hard,3,202195,105359
2021-02-22,Hard,3,106415,111581
2021-02-22,Hard,3,126952,111515
2021-02-22,Hard,3,106034,117360
2021-02-22,Hard,3,106121,106368
2021-02-22,Hard,3,202090,144750
2021-02-22,Hard,3,200615,111153
2021-02-22,Hard,3,105051,106026
2021-02-22,Hard,3,105430,105870
2021-02-22,Hard,3,105173,105406
2021-02-22,Hard,3,200615,105051
2021-02-22,Hard,3,105227,126952
2021-02-22,Hard,3,122330,106415
2021-02-22,Hard,3,105430,105173
2021-02-22,Hard,3,200615,105227
2021-02-22,Hard,3,122330,105430
2021-02-22,Hard,3,200615,122330
2021-02-22,Hard,3,126952,106034
2021-02-22,Hard,3,106415,202195
2021-03-01,Hard,3,105453,200282
2021-03-01,Hard,3,126094,105916
2021-03-01,Hard,3,106432,105583
2021-03-01,Hard,3,126774,111575
2021-03-01,Hard,3,126094,104871
2021-03-01,Hard,3,105916,126205
2021-03-01,Hard,3,106432,105453
2021-03-01,Hard,3,126094,126774
2021-03-01,Hard,3,105916,106432
2021-03-01,Clay,3,202103,105948
2021-03-01,Clay,3,105077,208029
2021-03-01,Clay,3,136440,202058
2021-03-01,Hard,3,126205,122330
2021-03-01,Hard,3,105916,200221
2021-03-01,Hard,3,104871,105676
2021-03-01,Hard,3,126094,104918
2021-03-01,Clay,3,106329,106148
2021-03-01,Clay,3,126207,105487
2021-03-01,Clay,3,144719,207680
2021-03-01,Clay,3,127760,105413
2021-03-01,Clay,3,111576,106426
2021-03-01,Clay,3,105077,136440
2021-03-01,Clay,3,106043,202103
2021-03-01,Clay,3,106043,200175
2021-03-01,Clay,3,202103,105077
2021-03-01,Clay,3,106043,144719
2021-03-01,Clay,3,200175,111513
2021-03-01,Clay,3,202103,104665
2021-03-01,Clay,3,105077,111576
2021-03-01,Clay,3,106043,127760
2021-03-01,Clay,3,144719,126207
2021-03-01,Clay,3,200175,106329
2021-03-01,Clay,3,111513,105643
2021-03-01,Clay,3,105643,207678
2021-03-01,Clay,3,111513,106065
2021-03-01,Clay,3,104665,106228
2021-03-01,Clay,3,126149,106099
2021-03-01,Hard,3,111575,111815
2021-03-01,Hard,3,126774,128034
2021-03-01,Hard,3,105583,106421
2021-03-01,Hard,3,106432,122298
2021-03-01,Hard,3,200282,105357
2021-03-01,Hard,3,105453,200000
2021-03-01,Hard,3,122330,100644
2021-03-01,Hard,3,126205,132283
2021-03-01,Clay,3,111576,105311
2021-03-01,Hard,3,105916,124187
2021-03-01,Hard,3,105676,105526
2021-03-01,Hard,3,104871,200005
2021-03-01,Hard,3,104918,104898
2021-03-01,Hard,3,126094,106218
2021-03-01,Hard,3,111575,104527
2021-03-01,Hard,3,111815,105932
2021-03-01,Hard,3,128034,105173
2021-03-01,Hard,3,126774,106078
2021-03-01,Hard,3,200221,105138
2021-03-01,Clay,3,104665,126149
2021-03-01,Clay,3,202103,105332
2021-03-05,Grass,3,133297,103499
2021-03-05,Grass,3,111187,103529
2021-03-05,Hard,3,126204,202090
2021-03-05,Hard,3,104660,200075
2021-03-05,Hard,3,105011,122548
2021-03-05,Hard,3,122548,104660
2021-03-05,Hard,3,105011,131951
2021-03-05,Hard,3,126204,106220
2021-03-05,Hard,3,200390,105656
2021-03-05,Hard,3,111794,207976
2021-03-05,Hard,3,105656,207457
2021-03-05,Grass,3,202122,207836
2021-03-05,Hard,3,106220,106250
2021-03-08,Clay,3,106426,122669
2021-03-08,Clay,3,105155,104919
2021-03-08,Clay,3,105643,144719
2021-03-08,Clay,3,105413,202103
2021-03-08,Clay,3,208029,202104
2021-03-08,Hard,3,126203,105676
2021-03-08,Clay,3,106426,105487
2021-03-08,Hard,3,105916,144750
2021-03-08,Hard,3,105932,105138
2021-03-08,Hard,3,105138,126094
2021-03-08,Hard,3,105932,126203
2021-03-08,Hard,3,105138,106233
2021-03-08,Hard,3,126094,105916
2021-03-08,Hard,3,126203,133430
2021-03-08,Hard,3,105932,103819
2021-03-08,Hard,3,106233,106234
2021-03-08,Clay,3,105487,106065
2021-03-08,Clay,3,105487,105643
2021-03-08,Clay,3,126207,111797
2021-03-08,Clay,3,207678,106174
2021-03-08,Clay,3,123755,106148
2021-03-08,Clay,3,105487,111513
2021-03-08,Clay,3,105643,208029
2021-03-08,Clay,3,106426,126214
2021-03-08,Clay,3,122669,105948
2021-03-08,Clay,3,123755,104665
2021-03-08,Clay,3,106148,207678
2021-03-08,Clay,3,105487,126207
2021-03-08,Clay,3,111513,105155
2021-03-08,Clay,3,105643,105413
2021-03-08,Clay,3,106426,123755
2021-03-08,Clay,3,126214,106075
2021-03-08,Clay,3,122669,105311
2021-03-08,Clay,3,105948,126149
2021-03-08,Clay,3,123755,127157
2021-03-08,Clay,3,106148,106099
2021-03-08,Clay,3,208029,105332
2021-03-08,Hard,3,126774,106298
2021-03-08,Hard,3,106421,105732
2021-03-08,Hard,3,104542,103852
2021-03-08,Hard,3,105732,105453
2021-03-08,Hard,3,111815,106005
2021-03-08,Hard,3,106298,144684
2021-03-08,Hard,3,105932,104291
2021-03-08,Hard,3,103819,105554
2021-03-08,Hard,3,106234,122570
2021-03-08,Hard,3,122330,106368
2021-03-08,Hard,3,126239,105062
2021-03-08,Hard,3,105138,124187
2021-03-08,Hard,3,105916,105583
2021-03-08,Hard,3,144750,104527
2021-03-08,Hard,3,105676,105936
2021-03-08,Hard,3,126203,132283
2021-03-08,Hard,3,105577,106331
2021-03-08,Hard,3,104291,105613
2021-03-08,Hard,3,105932,105357
2021-03-08,Hard,3,105554,104871
2021-03-08,Hard,3,104755,105641
2021-03-08,Hard,3,105138,122330
2021-03-08,Hard,3,200221,202065
2021-03-08,Hard,3,105051,126127
2021-03-08,Hard,3,106421,105051
2021-03-08,Hard,3,105732,200005
2021-03-08,Hard,3,106421,206173
2021-03-08,Hard,3,105051,111575
2021-03-08,Hard,3,200005,126239
2021-03-08,Hard,3,105732,126774
2021-03-08,Hard,3,106421,106078
2021-03-08,Hard,3,206173,200384
2021-03-08,Hard,3,200325,106415
2021-03-08,Hard,3,111575,111456
2021-03-08,Hard,3,126239,200221
2021-03-08,Hard,3,200005,104542
2021-03-08,Hard,3,105732,111815
2021-03-08,Hard,3,133430,105577
2021-03-08,Hard,3,106078,105870
2021-03-08,Hard,3,200384,110602
2021-03-08,Hard,3,206173,106296
2021-03-08,Hard,3,111456,105882
2021-03-08,Hard,3,105051,200325
2021-03-08,Hard,3,126094,104755
2021-03-15,Hard,3,126094,126203
2021-03-15,Hard,3,104291,104542
2021-03-15,Hard,3,128034,104755
2021-03-15,Hard,3,133430,105526
2021-03-15,Hard,3,105453,105676
2021-03-15,Hard,3,105379,105841
2021-03-15,Hard,3,105936,200221
2021-03-15,Hard,3,106234,144750
2021-03-15,Hard,3,144750,133430
2021-03-15,Hard,3,106234,126094
2021-03-15,Hard,3,144750,105453
2021-03-15,Hard,3,133430,104871
2021-03-15,Hard,3,106234,206173
2021-03-15,Hard,3,126094,105916
2021-03-15,Hard,3,144750,105936
2021-03-15,Hard,3,105453,105379
2021-03-15,Hard,3,133430,128034
2021-03-15,Hard,3,104871,111575
2021-03-15,Hard,3,106234,132283
2021-03-15,Hard,3,206173,105138
2021-03-15,Hard,3,105916,105583
2021-03-15,Hard,3,207518,126207
2021-03-15,Hard,3,200325,111442
2021-03-15,Hard,3,104871,200282
2021-03-15,Hard,3,132283,126523
2021-03-15,Hard,3,105916,105577
2021-03-15,Hard,3,122330,106415
2021-03-15,Hard,3,106234,106078
2021-03-15,Hard,3,126523,105357
2021-03-15,Hard,3,200615,110602
2021-03-15,Hard,3,104871,105077
2021-03-15,Hard,3,104755,106065
2021-03-15,Hard,3,105526,105062
2021-03-15,Hard,3,105453,124187
2021-03-15,Hard,3,105379,106026
2021-03-15,Hard,3,200221,105430
2021-03-15,Hard,3,144750,106331
2021-03-15,Hard,3,144750,106233
2021-03-15,Hard,3,126203,105932
2021-03-15,Hard,3,105583,104291
2021-03-15,Hard,3,105916,105807
2021-03-15,Hard,3,105138,105051
2021-03-15,Hard,3,206173,122330
2021-03-15,Hard,3,106234,105554
2021-03-15,Hard,3,111575,200615
2021-03-15,Hard,3,126094,200325
2021-03-15,Hard,3,105777,200175
2021-03-15,Hard,3,100644,134770
2021-03-15,Hard,3,126774,105332
2021-03-15,Hard,3,104545,106099
2021-03-15,Hard,3,200624,105227
2021-03-15,Hard,3,200000,105815
2021-03-15,Hard,3,207518,106043
2021-03-15,Hard,3,126207,206909
2021-03-15,Hard,3,200175,103852
2021-03-15,Hard,3,105777,105173
2021-03-15,Hard,3,104926,105882
2021-03-15,Hard,3,111815,111578
2021-03-15,Hard,3,136440,126204
2021-03-15,Hard,3,105683,126205
2021-03-15,Hard,3,134770,123755
2021-03-15,Hard,3,200000,200624
2021-03-15,Hard,3,126774,104545
2021-03-15,Hard,3,136440,111815
2021-03-15,Hard,3,207518,105777
2021-03-15,Hard,3,126774,200000
2021-03-15,Hard,3,100644,136440
2021-03-15,Hard,3,126774,207518
2021-03-15,Hard,3,100644,126774
2021-03-15,Hard,3,134770,134868
2021-03-15,Hard,3,136440,105683
2021-03-15,Hard,3,100644,111513
2021-03-15,Hard,3,111513,105449
2021-03-15,Hard,3,100644,207989
2021-03-15,Hard,3,134868,106045
2021-03-15,Hard,3,111815,104926
2021-03-22,Hard,3,106421,200615
2021-03-22,Hard,3,126774,132283
2021-03-22,Hard,3,128034,105683
2021-03-22,Hard,3,133430,125802
2021-03-22,Hard,3,126094,105815
2021-03-22,Hard,3,207518,105332
2021-03-22,Hard,3,105227,106426
2021-03-22,Hard,3,200624,104926
2021-03-22,Hard,3,106234,105062
2021-03-22,Hard,3,126094,105227
2021-03-22,Hard,3,105173,200175
2021-03-22,Hard,3,200624,106043
2021-03-22,Hard,3,206173,105138
2021-03-22,Hard,3,128034,126094
2021-03-22,Hard,3,105138,106421
2021-03-22,Hard,3,206173,122330
2021-03-22,Hard,3,126094,200624
2021-03-22,Hard,3,128034,126774
2021-03-22,Hard,3,106421,126207
2021-03-22,Hard,3,105138,104545
2021-03-22,Hard,3,206173,200325
2021-03-22,Hard,3,122330,126203
2021-03-22,Hard,3,126207,105583
2021-03-22,Hard,3,128034,206173
2021-03-22,Hard,3,104545,200000
2021-03-22,Hard,3,105916,106423
2021-03-22,Hard,3,200325,144707
2021-03-22,Hard,3,122330,111513
2021-03-22,Hard,3,126203,106218
2021-03-22,Hard,3,111815,105777
2021-03-22,Hard,3,111575,105870
2021-03-22,Hard,3,206173,200384
2021-03-22,Hard,3,144707,105932
2021-03-22,Hard,3,200325,100644
2021-03-22,Hard,3,105138,144750
2021-03-22,Hard,3,105526,105575
2021-03-22,Hard,3,104545,111456
2021-03-22,Hard,3,200000,105732
2021-03-22,Hard,3,105583,124014
2021-03-22,Hard,3,126207,105554
2021-03-22,Hard,3,200615,124187
2021-03-22,Hard,3,106421,104229
2021-03-22,Hard,3,126774,105453
2021-03-22,Hard,3,132283,123755
2021-03-22,Hard,3,105683,200005
2021-03-22,Hard,3,128034,133430
2021-03-22,Hard,3,126094,105916
2021-03-22,Hard,3,105227,207518
2021-03-22,Hard,3,200624,106234
2021-03-22,Hard,3,128034,106045
2021-03-22,Hard,3,106043,105173
2021-03-22,Hard,3,122330,105902
2021-03-22,Hard,3,126203,111815
2021-03-22,Hard,3,206173,111575
2021-03-22,Hard,3,105138,105526
2021-03-22,Hard,3,200005,105311
2021-03-22,Hard,3,144750,207182
2021-03-22,Hard,3,123755,200282
2021-03-22,Hard,3,106034,106099
2021-03-22,Hard,3,200175,106281
2021-03-22,Hard,3,105062,207733
2021-03-22,Hard,3,200624,105430
2021-03-22,Hard,3,105227,105948
2021-03-22,Hard,3,207518,111581
2021-03-22,Hard,3,106423,208278
2021-03-22,Hard,3,105902,104999
2021-03-22,Hard,3,105815,124079
2021-03-22,Hard,3,105683,111442
2021-03-22,Hard,3,105311,106331
2021-03-22,Hard,3,111442,105643
2021-03-22,Hard,3,123755,205734
2021-03-22,Hard,3,106216,104269
2021-03-22,Hard,3,105379,105341
2021-03-22,Hard,3,106000,104731
2021-03-22,Hard,3,125802,126952
2021-03-22,Hard,3,111513,106210
2021-03-22,Hard,3,106045,104871
2021-03-22,Hard,3,111815,106415
2021-03-22,Hard,3,106218,126205
2021-03-22,Hard,3,132283,106216
2021-03-22,Hard,3,105453,105379
2021-03-22,Hard,3,126774,106000
2021-03-22,Hard,3,104229,105023
2021-03-22,Hard,3,200615,103852
2021-03-22,Hard,3,126207,105882
2021-03-22,Hard,3,124014,103893
2021-03-22,Hard,3,106043,106034
2021-03-22,Hard,3,111456,105577
2021-03-22,Hard,3,105575,105943
2021-03-22,Hard,3,105902,105676
2021-03-22,Hard,3,105732,105155
2021-03-22,Hard,3,200325,207989
2021-03-22,Hard,3,144707,126214
2021-03-22,Hard,3,200384,136440
2021-03-22,Hard,3,105870,105449
2021-04-05,Clay,3,207518,105554
2021-04-05,Clay,3,126203,105379
2021-04-05,Clay,3,132283,105870
2021-04-05,Clay,3,132283,126203
2021-04-05,Clay,3,111513,207518
2021-04-05,Clay,3,111513,105357
